Geo_Code,Region,Province,Province - Postal,Latitude,Longitude,English and French, English only,French only,Neither English nor French,Average number of children at home per census family,Average number of persons in private households,Average number of persons per census family,Census-family households,Number of census family persons,Population in 2011,Total Private dwellings occupied by usual residents,Total children in census families in private households,Total couple families by family structure and number of children,Total number of census families in private households: note 7,Total number of census families in private households: note 8,Total number of persons aged 65 years and over in private households,Total number of persons in private households,Total private dwellings
J4J,Longueuil Central,Quebec,QC,45.5362,-73.4721,12445,405,15925,230,1,2,2.7,7610,20890,29108,14151,7455,5710,7725,7725,4235,28955,15044
J4K,Longueuil Southwest,Quebec,QC,45.5183,-73.5023,10960,745,12850,315,0.9,2,2.7,6445,17380,25026,12317,6010,4845,6535,6535,3470,24675,13161
J4L,Longueuil Southeast,Quebec,QC,45.5181,-73.4576,12885,455,17125,325,1,2.3,2.8,8385,23950,30873,13293,8920,6520,8510,8510,4590,30270,14056
J4M,Longueuil East,Quebec,QC,45.5418,-73.4382,6170,110,5620,45,1.1,2.6,3,3575,10705,12167,4531,4015,3075,3615,3610,1355,11935,4605
J4N,Longueuil Northeast,Quebec,QC,45.5523,-73.4558,4475,60,3280,40,0.8,2,2.6,2345,6215,7927,3834,1785,2070,2355,2355,1850,7850,3926
J4P,Saint-Lambert North,Quebec,QC,45.5073,-73.5082,6860,385,3035,35,1,2,2.8,2675,7535,10755,5156,2650,2205,2680,2685,2135,10275,5447
J4R,Saint-Lambert Central,Quebec,QC,45.4924,-73.5009,6245,490,2740,45,1,2.1,2.8,2500,7060,9704,4536,2495,2050,2510,2510,1840,9365,4743
J4S,Saint-Lambert South,Quebec,QC,45.481,-73.497,4565,335,1220,50,0.9,2,2.7,1715,4715,6174,3081,1520,1465,1725,1725,1655,6175,3177
J4T,Saint-Hubert West,Quebec,QC,45.4973,-73.4676,7410,570,9095,150,1,2.2,2.8,4700,13210,17445,7705,4770,3645,4795,4795,2310,17085,7971
J4V,Greenfield Park,Quebec,QC,45.4865,-73.4622,10295,1975,4265,300,1.1,2.3,2.9,4695,13780,16866,7179,5215,3795,4775,4775,2710,16815,7411
J4W,Brossard Northwest,Quebec,QC,45.4674,-73.4832,10680,2405,4245,880,1.1,2.6,2.9,5125,15555,18217,7138,5900,4375,5275,5275,3105,18205,7416
J4X,Brossard Southwest,Quebec,QC,45.4455,-73.4841,11490,2245,2650,720,1,2.6,2.9,4930,15030,17347,6521,5315,4600,5115,5120,3295,17080,6683
J4Y,Brossard South,Quebec,QC,45.4414,-73.4561,12285,1915,4170,720,1.1,2.6,3,5385,16715,19206,7235,6370,4795,5555,5555,2455,19080,7402
J4Z,Brossard Northeast,Quebec,QC,45.4424,-73.4231,14125,2280,7195,845,1,2.4,2.9,6940,20430,24523,10110,7470,5850,7110,7115,3375,24445,10603
J5A,Saint-Constant,Quebec,QC,45.3668,-73.5659,11855,395,12450,80,1.2,2.8,3,7315,22550,24891,8869,8730,6370,7455,7455,2100,24745,9073
J5B,Delson,Quebec,QC,45.3668,-73.5492,3570,110,3760,20,1.1,2.6,2.9,2265,6650,7462,2884,2415,1935,2300,2300,765,7460,2911
J5C,Sainte-Catherine,Quebec,QC,45.4001,-73.5825,7640,175,8910,40,1.1,2.5,2.9,4880,14415,16766,6560,5410,4065,4940,4945,1530,16555,6653
J5J,Saint-Sophie,Quebec,QC,45.8306,-73.9191,4265,50,8955,5,1,2.6,2.9,3920,11460,13375,5162,4000,3465,3995,3990,1125,13200,5437
J5K,Saint-Colomban,Quebec,QC,45.7334,-74.1325,5275,75,7725,10,1.1,2.6,3,3860,11595,13087,4948,4210,3470,3915,3915,870,13075,5230
J5L,Saint-Jérôme West,Quebec,QC,45.7987,-74.0727,6845,45,11065,10,1,2.5,2.9,5390,15695,17986,7076,5575,4675,5450,5445,1660,17830,7358
J5M,Saint-Lin- Laurentides,Quebec,QC,45.8501,-73.7659,4610,15,12665,25,1.1,2.6,2.9,4930,14850,17466,6619,5615,4195,5045,5040,1565,17250,6973
J5R,La Prairie,Quebec,QC,45.4168,-73.4992,25365,905,16470,200,1.2,2.6,3,12435,37875,43233,16523,14600,10725,12555,12555,4250,42835,16926
J5T,Lavaltrie,Quebec,QC,45.8834,-73.2825,3985,25,9215,5,1.1,2.6,2.9,3920,11630,13267,5018,4275,3380,3980,3975,1390,13185,5205
J5V,Louiseville,Quebec,QC,46.2559,-72.9415,1100,10,6145,5,0.7,2,2.5,2045,5255,7517,3575,1535,1650,2065,2070,1605,7025,3694
J5W,L'Assomption,Quebec,QC,45.8232,-73.4294,7330,35,15755,20,1,2.5,2.9,6855,20005,23349,9246,7240,5820,6950,6950,2435,22990,9567
J5X,L'Épiphanie,Quebec,QC,45.8501,-73.4825,2135,15,6310,10,1.1,2.6,2.9,2460,7370,8651,3260,2805,2060,2505,2500,825,8460,3419
J5Y,Repentigny Northeast,Quebec,QC,45.7774,-73.4252,11870,90,14860,90,1.1,2.7,3,7985,24225,26948,9937,9280,6850,8090,8090,2280,26855,10266
J5Z,Repentigny West,Quebec,QC,45.7643,-73.5036,9970,50,17315,45,1.1,2.5,2.9,8070,23640,27408,11012,8660,6775,8200,8205,2965,27380,11271
J6A,Repentigny South,Quebec,QC,45.7395,-73.4588,14100,80,18850,40,0.9,2.3,2.7,9875,27465,33477,14379,8895,8560,10010,10010,7220,32970,14628
J6E,Joliette,Quebec,QC,46.0168,-73.4492,11015,100,30090,165,0.9,2.1,2.7,11375,30810,42179,19539,10055,9290,11465,11460,7930,40500,20289
J6J,ChÔteauguay North,Quebec,QC,45.3691,-73.7216,13750,3040,6585,110,1.1,2.5,2.9,6685,19920,23539,9358,7595,5520,6805,6805,3705,23350,9631
J6K,ChÔteauguay South,Quebec,QC,45.3526,-73.7305,12545,2505,6945,145,1.1,2.6,2.9,6475,19100,22363,8548,7070,5425,6610,6610,3275,21795,8792
J6N,Beauharnois,Quebec,QC,45.3168,-73.8659,4865,170,6490,5,0.9,2.2,2.7,3410,9345,11581,5127,3005,2895,3450,3450,2200,11410,5398
J6R,Mercier,Quebec,QC,45.3168,-73.7492,5825,210,5500,45,1.1,2.7,3,3455,10385,11584,4320,3880,3000,3505,3505,1375,11555,4454
J6S,Salaberry-de- Valleyfield North,Quebec,QC,45.2702,-74.0482,8085,80,14955,15,0.9,2.1,2.7,6495,17765,23364,10512,5760,5430,6575,6575,4330,22520,10876
J6T,Salaberry-de- Valleyfield South,Quebec,QC,45.2409,-74.1098,5950,60,10310,15,0.8,2.1,2.7,4635,12445,16709,7782,3980,3770,4690,4690,3045,16200,8173
J6V,Terrebonne East,Quebec,QC,45.714,-73.5357,4915,100,5705,50,1.2,2.9,3.1,3180,9925,10803,3748,3880,2820,3225,3225,785,10765,3835
J6W,Terrebonne Central,Quebec,QC,45.7064,-73.6178,12665,115,18620,65,1,2.4,2.8,9195,26480,31573,13015,9570,7580,9330,9330,4090,31370,13318
J6X,Terrebonne Northwest,Quebec,QC,45.7275,-73.7062,9790,65,12755,50,1.1,2.7,3,6690,20155,22837,8421,7600,5750,6810,6815,1960,22535,8537
J6Y,Terrebonne Southwest,Quebec,QC,45.7,-73.752,7765,100,9960,45,1.2,2.9,3.1,5185,16380,17899,6176,6410,4710,5260,5260,1130,17860,6341
J6Z,Sainte-Thérèse- de-Blainville Northeast,Quebec,QC,45.6694,-73.7752,10830,195,7805,35,1.2,2.6,3,5600,16865,18937,7136,6540,4655,5670,5670,1985,18825,7247
J7A,Sainte-Thérèse- de-Blainville East,Quebec,QC,45.6383,-73.7975,9595,500,4030,35,1.2,2.8,3.1,4135,12850,14318,5091,4990,3670,4190,4190,1790,14145,5196
J7B,Sainte-Thérèse- de-Blainville North,Quebec,QC,45.6602,-73.8157,7930,140,5105,25,1.5,3.3,3.4,3595,12250,13196,3928,5385,3225,3635,3640,510,12790,3961
J7C,Sainte-Thérèse- de-Blainville Northwest,Quebec,QC,45.689,-73.8671,18400,235,20425,60,1.2,2.7,3,11415,35235,39126,14346,14010,9665,11565,11565,3100,39100,14831
J7E,Sainte-Thérèse- de-Blainville Central,Quebec,QC,45.6545,-73.842,13085,1180,14195,865,1,2.2,2.8,7850,22170,29797,13133,7955,6270,7945,7945,4805,28560,13771
J7G,Sainte-Thérèse- de-Blainville South,Quebec,QC,45.6095,-73.8378,8885,135,8360,70,1.1,2.5,2.9,5075,15095,17452,6877,5845,4130,5120,5125,1855,17405,7085
J7H,Sainte-Thérèse- de-Blainville Southwest,Quebec,QC,45.6209,-73.8728,3515,50,3180,35,1.3,2.7,3,1960,6045,6778,2528,2500,1560,1985,1990,400,6780,2673
J7J,Mirabel Northeast,Quebec,QC,45.7045,-73.9472,6900,55,11675,20,1.2,2.6,3,5335,16210,18703,7238,6330,4470,5415,5415,1525,18620,7508
J7K,Mascouche Extremities,Quebec,QC,45.77,-73.6049,12075,75,18540,25,1.1,2.6,2.9,8945,26660,30836,11688,9980,7615,9065,9065,2600,30255,12099
J7L,Mascouche Central,Quebec,QC,45.7424,-73.6509,4580,90,6950,15,1.2,2.8,3,3350,10410,11655,4101,3985,2980,3435,3435,1030,11625,4191
J7M,La Plaine,Quebec,QC,45.7888,-73.7442,7200,75,15885,55,1.3,2.9,3.1,6570,20740,23207,8027,8535,5490,6710,6710,1445,23075,8250
J7N,Mirabel Southwest,Quebec,QC,45.6345,-74.1005,8875,85,14265,15,1.2,2.7,3.1,6600,20495,23246,8523,8080,5735,6690,6685,1880,22975,8864
J7P,Saint-Eustache Northeast,Quebec,QC,45.5779,-73.8809,11650,285,12755,65,1,2.4,2.8,7240,20695,24856,10360,7260,6040,7400,7395,3400,24710,10568
J7R,Saint-Eustache Southwest,Quebec,QC,45.574,-73.94,19030,1055,16195,80,1.1,2.5,2.9,10400,30965,36840,14626,11770,8650,10535,10540,4270,36275,14903
J7T,Vaudreuil- Dorion RCM,Quebec,QC,45.3702,-74.1249,16680,2325,6335,45,1.2,2.9,3.1,7415,23590,25405,8747,9380,6690,7515,7515,1990,25375,8968
J7V,Vaudreuil- Dorion,Quebec,QC,45.4001,-74.0325,45560,6685,17520,375,1.1,2.6,3,20255,60995,70485,27116,22855,17525,20615,20615,7330,69605,27818
J7W,Pincourt,Quebec,QC,45.3665,-73.9736,1155,235,215,25,1.2,2.8,3.1,475,1480,1625,586,570,430,485,485,75,1625,593
J7X,Valleyfield,Quebec,QC,45.2691,-74.2339,2010,40,2480,5,1.1,2.5,2.9,1350,3940,4564,1832,1435,1145,1365,1370,450,4520,1930
J7Y,Saint-Jérôme North,Quebec,QC,45.8058,-74.0165,7410,60,14630,50,0.8,2,2.6,6195,16340,22630,10864,5175,4910,6255,6255,4275,21900,11313
J7Z,Saint-Jérôme Southeast,Quebec,QC,45.7788,-73.9829,8520,55,18850,110,0.9,2,2.7,7385,19805,27824,13164,6610,5730,7465,7465,5190,26755,13856
J8A,Saint-Hippolyte,Quebec,QC,45.9334,-74.0159,3845,70,4145,10,0.8,2.3,2.7,2430,6690,8079,3555,2045,2175,2465,2465,1145,8065,4781
J8B,Sainte-Adèle,Quebec,QC,45.9501,-74.1325,6630,145,5140,5,0.8,2.1,2.6,3485,9130,12139,5782,2650,2965,3515,3515,2275,11860,7194
J8C,Sainte-Agathe- Des-Monts,Quebec,QC,46.0501,-74.2825,3710,240,5975,75,0.8,2.1,2.7,2830,7600,10130,4603,2405,2330,2865,2865,1840,9775,6177
J8E,Mont-Tremblant,Quebec,QC,46.1949,-74.6264,4755,155,4510,5,0.8,2.1,2.7,2635,7040,9525,4368,2220,2170,2650,2650,1620,9125,7544
J8G,Chatham,Quebec,QC,45.6834,-74.4159,4055,620,3285,5,0.9,2.3,2.7,2345,6520,8031,3493,2105,2040,2375,2375,1360,7915,4976
J8H,Lachute,Quebec,QC,45.6501,-74.3325,5905,585,6735,10,0.9,2.1,2.7,3765,10240,13468,6109,3330,3095,3815,3820,2555,13090,7021
J8L,Buckingham,Quebec,QC,45.5856,-75.4208,10020,700,7010,0,1,2.4,2.8,5270,15145,17883,7208,5370,4425,5350,5345,2175,17640,7761
J8M,Masson-Angers,Quebec,QC,45.5435,-75.4274,6500,150,5755,10,1.2,2.6,3,3610,10870,12413,4757,4235,2960,3675,3675,935,12415,4925
J8N,Val-des-Monts,Quebec,QC,45.6501,-75.666,6395,655,3910,0,0.9,2.5,2.8,3295,9535,10963,4317,3190,2985,3365,3360,960,10950,6518
J8P,Gatineau Southeast,Quebec,QC,45.4869,-75.6157,19825,860,12030,80,1,2.3,2.7,9595,26650,33048,14101,9325,7535,9790,9790,3905,32545,14567
J8R,Gatineau Northeast,Quebec,QC,45.5287,-75.6088,17385,595,9600,50,1.2,2.8,3,8135,25065,27624,9954,9985,6835,8245,8250,1300,27590,10088
J8T,Gatineau Southwest,Quebec,QC,45.4776,-75.7059,25365,1550,12730,315,0.9,2.2,2.7,11170,30820,40274,18076,10515,8975,11330,11335,6755,39440,18899
J8V,Gatineau Northwest,Quebec,QC,45.5711,-75.7615,16650,930,7730,80,1.2,2.7,3,7470,22935,25507,9264,8775,6580,7580,7580,1800,25370,9483
J8X,Hull Southeast,Quebec,QC,45.44,-75.7119,5940,1255,2470,145,0.9,1.7,2.6,2110,5540,10305,5520,1850,1555,2135,2135,1245,9630,6300
J8Y,Hull Central,Quebec,QC,45.448,-75.7434,14925,1475,6685,290,0.9,1.9,2.6,5825,15500,23830,12275,5110,4490,5895,5895,3755,23225,13191
J8Z,Hull North,Quebec,QC,45.4716,-75.7616,10410,775,4110,105,1,2.1,2.8,4155,11545,15441,7381,4155,3210,4180,4185,1655,15400,7686
J9A,Hull Southwest,Quebec,QC,45.4279,-75.7711,13715,1425,4440,135,1.1,2.2,2.9,5305,15555,19850,8769,5860,4355,5340,5335,1720,19680,9186
J9B,Chelsea,Quebec,QC,45.5001,-75.7827,4755,1530,680,5,1.1,2.7,3,2065,6355,6977,2570,2390,1875,2090,2090,650,6980,2955
J9E,Maniwaki,Quebec,QC,46.3834,-75.966,2810,860,4330,0,0.9,2.2,2.7,2225,6095,8088,3663,2110,1725,2265,2260,1375,7885,4046
J9H,Aylmer South,Quebec,QC,45.3932,-75.8288,19450,5125,3960,130,1.1,2.5,2.9,8105,24125,28791,11597,9315,6565,8240,8240,3070,28420,12005
J9J,Aylmer North,Quebec,QC,45.4394,-75.8465,17775,3210,4805,205,1.2,2.8,3.1,7510,23480,26000,9396,9240,6635,7600,7600,1300,25990,9736
J9L,Mont-Laurier,Quebec,QC,46.5501,-75.4993,2365,10,11260,5,0.9,2.2,2.7,3920,10715,13788,6188,3410,3350,3960,3960,2080,13405,6750
J9P,Val-d'Or,Quebec,QC,48.1002,-77.7828,10050,245,21520,20,1,2.2,2.8,9045,25575,32180,14044,8755,7705,9110,9110,3845,31535,14874
J9T,Amos,Quebec,QC,48.5669,-78.1162,2895,40,9985,10,1,2.3,2.8,3610,10315,13245,5644,3640,3050,3630,3630,1785,12690,5950
J9V,Ville-Marie,Quebec,QC,47.3334,-79.433,930,10,2400,0,0.8,2.1,2.7,965,2635,3440,1549,820,845,970,965,610,3285,1662
J9X,Rouyn-Noranda South,Quebec,QC,48.3137,-78.9655,9150,120,17075,5,0.9,2.1,2.7,7340,19890,27056,12677,6390,6110,7390,7390,3970,26090,13404
J9Y,Rouyn-Noranda North,Quebec,QC,48.1607,-79.0714,1595,10,4045,0,1.1,2.7,3,1685,5125,5666,2045,1880,1550,1700,1700,440,5610,2219
J9Z,La Sarre,Quebec,QC,48.8002,-79.1996,1115,0,6545,0,0.9,2.1,2.8,2140,5905,7715,3527,1875,1880,2145,2150,1315,7465,3614
K0A,National Capital Region (Almonte),Ontario,ON,45.2813,-75.808,38110,56185,3650,80,1,2.7,2.9,29410,88335,99182,36185,31395,26935,30000,29995,11055,97670,37868
K0B,Prescott and Russell United Counties (Alfred),Ontario,ON,45.5029,-74.7479,13500,4085,3135,20,0.9,2.4,2.8,6235,17655,20971,8464,5755,5565,6330,6330,3380,20465,9037
K0C,"Stormont, Dundas and Glengarry United Counties (Alexandria)",Ontario,ON,45.1686,-74.8966,18760,30830,1140,30,1,2.5,2.8,15280,44115,51537,20363,14840,13725,15550,15550,8600,50510,21526
K0E,South Leeds and Grenville United Counties (Prescott),Ontario,ON,44.7118,-75.7498,3710,34435,30,30,0.9,2.5,2.8,11860,33425,38410,15529,10715,10650,12060,12060,6865,38120,17220
K0G,Rideau Lakes area (Kemptville),Ontario,ON,44.8934,-76.1836,5190,29510,20,20,0.9,2.5,2.8,10770,30605,35054,13841,9840,9785,10980,10980,5700,34615,17137
K0H,"Frontenac County, Addington County, Loyalist Shores and Southwest Leeds (Inverary)",Ontario,ON,44.7208,-76.8334,3130,39360,20,30,0.9,2.5,2.8,13340,37660,43678,16866,11740,12250,13665,13665,7715,42365,24329
K0J,Renfrew County and Lanark Highlands Township (Deep River),Ontario,ON,45.6606,-77.5886,2975,30255,25,50,0.9,2.3,2.8,10095,28275,33626,14049,8900,9120,10250,10250,6555,32970,19407
K0K,"Quinte Shores, East Northumberland County & Prince Edward County (Picton)",Ontario,ON,44.3261,-77.4318,5615,101750,45,105,0.9,2.5,2.8,33070,93925,109311,42938,29905,30145,33875,33875,19755,107040,48858
K0L,Peterborough County and North Hastings County (Lakefield),Ontario,ON,44.7767,-77.9687,3140,65350,10,65,0.8,2.4,2.7,21305,58805,68907,28474,17715,19280,21815,21815,14290,68140,44381
K0M,Kawartha lakes and Haliburton County (Bobcaygeon),Ontario,ON,44.8645,-78.6553,1945,45455,10,65,0.7,2.3,2.6,14925,40255,47817,20276,11365,13635,15250,15250,11480,47120,37573
K1A,Government of Canada Ottawa and Gatineau offices,Ontario,ON,45.4207,-75.7023,,,,,,,,,,5,2,,,,,,,2
K1B,Gloucester (Blackburn Hamlet / Pine View),Ontario,ON,45.4284,-75.5875,7765,8895,340,200,1.1,2.6,2.9,4825,14385,17273,6664,5520,3915,4945,4945,2315,17110,6790
K1C,Gloucester (West Orleans),Ontario,ON,45.4451,-75.5483,19990,16370,1070,180,1.1,2.7,2.9,11165,33455,38032,13854,12390,9680,11395,11395,4115,37380,14055
K1E,Orleans (Queenswood),Ontario,ON,45.4771,-75.5046,7910,7070,350,60,1,2.7,2.9,4645,13730,15419,5657,4870,4095,4765,4765,1845,15325,5687
K1G,Ottawa (Riverview / Hawthorne),Ontario,ON,45.3548,-75.5773,12785,19380,685,585,1.1,2.3,2.9,8605,25620,33994,14229,9945,6890,8780,8780,4850,33195,14817
K1H,Ottawa (Alta Vista),Ontario,ON,45.3876,-75.6593,6800,8475,180,225,1,2.3,2.9,4250,12320,15714,6808,4345,3675,4305,4310,3315,15545,7130
K1J,Gloucester (Beacon Hill / Cyrville),Ontario,ON,45.4519,-75.6036,12410,12780,775,450,1,2.4,2.8,7320,21380,26899,10793,7870,5990,7515,7515,4455,26350,11052
K1K,Ottawa (Overbrook),Ontario,ON,45.4448,-75.6431,14890,12435,1390,450,1.1,2.1,2.8,7375,21175,29725,13518,8045,5590,7540,7535,4940,29015,14174
K1L,Ottawa (Vanier),Ontario,ON,45.44,-75.663,9230,6540,740,155,0.8,1.8,2.5,3900,9940,16756,9198,3025,2955,3965,3960,2735,16660,10059
K1M,Ottawa (Rockcliffe Park / New Edinburgh),Ontario,ON,45.4491,-75.6818,3515,3005,180,20,0.9,2.2,2.8,1785,5025,6801,2901,1670,1560,1795,1795,1125,6320,3162
K1N,Ottawa (Lower Town / Sandy Hill / University of Ottawa),Ontario,ON,45.4289,-75.6844,12060,10750,785,195,0.8,1.7,2.6,4475,11525,24757,13136,3490,3525,4510,4510,2635,22620,15797
K1P,Ottawa (Parliament Hill),Ontario,ON,45.4225,-75.7026,125,195,0,0,0.2,1.3,2.3,55,110,321,234,10,45,55,50,10,315,297
K1R,Ottawa (West Downtown area),Ontario,ON,45.4123,-75.7108,6785,10285,200,860,0.7,1.7,2.5,3745,9550,18488,10172,2645,3095,3805,3800,2090,17640,11505
K1S,Ottawa (The Glebe / Ottawa South / Ottawa East),Ontario,ON,45.399,-75.6871,12400,14880,180,175,0.9,2.1,2.8,6825,19250,28079,12638,6395,5970,6880,6880,2905,27155,13825
K1T,Gloucester (Blossom Park / Hunt Club East / Leitrim),Ontario,ON,45.3295,-75.6156,10810,19165,350,635,1.4,2.8,3.2,8250,26805,30996,10926,11515,6830,8465,8465,2405,30900,11159
K1V,Ottawa (Riverside Park / Hunt Club West / Riverside South / YOW),Ontario,ON,45.3281,-75.6719,17420,34450,900,1205,1.2,2.6,3,14345,44140,54374,21085,17775,11690,14680,14680,6505,53895,21959
K1W,Gloucester (South Orleans),Ontario,ON,45.4365,-75.5158,4065,2760,280,70,1.4,3.1,3.3,1990,6655,7180,2267,2770,1840,2045,2045,470,7120,2346
K1X,Gloucester South,Ontario,ON,45.2756,-75.6283,220,620,0,5,0.9,2.5,2.8,260,720,839,336,225,225,265,260,150,835,373
K1Y,Ottawa West,Ontario,ON,45.4023,-75.7329,7925,10540,125,220,0.9,2,2.8,4755,13280,19185,9238,4395,4080,4805,4805,2310,18640,9677
K1Z,Ottawa (Westboro),Ontario,ON,45.3867,-75.7405,6420,13050,295,345,1,2.1,2.8,5045,14305,20549,9775,5320,3875,5110,5110,2415,20055,10375
K2A,Ottawa (Highland Park / Carlingwood),Ontario,ON,45.3805,-75.7636,5420,10025,50,195,1,2.2,2.9,4220,12290,15901,6938,4350,3665,4275,4275,3000,15510,7123
K2B,Ottawa (Britannia / Pinecrest),Ontario,ON,45.3645,-75.7934,8105,22745,430,780,1.1,2.1,2.8,8035,23315,32749,14893,8835,6275,8205,8205,5700,32005,15577
K2C,Ottawa (Queensway / Copeland / Carlington / Carleton Heights),Ontario,ON,45.343,-75.7253,7930,18830,165,510,1,2.3,2.8,7040,20180,28369,12099,7060,5915,7205,7205,4015,27425,12805
K2E,Nepean East,Ontario,ON,45.3438,-75.7157,5235,13155,105,345,1,2.4,2.8,5000,14440,18884,7780,5135,4205,5100,5100,3420,18640,8124
K2G,Nepean (Davidson Heights),Ontario,ON,45.3211,-75.7391,14065,33920,180,765,1.2,2.8,3,13430,42095,49573,17562,16530,11700,13870,13870,5605,48905,18018
K2H,Nepean (Bells Corners),Ontario,ON,45.3433,-75.8265,7445,17665,95,185,1,2.4,2.8,7335,20955,26354,10567,7345,6140,7470,7475,4465,25285,10800
K2J,Nepean (Barrhaven),Ontario,ON,45.2691,-75.7518,15300,37615,235,880,1.3,3,3.2,15205,49345,54257,18108,20115,13590,15635,15635,3425,53905,18680
K2K,Kanata (Beaverbrook / South March),Ontario,ON,45.3704,-75.9198,6730,16590,115,395,1.2,2.8,3.1,6730,21335,24117,8531,8315,6085,6935,6930,2910,23820,8675
K2L,Kanata (Katimavik-Hazeldean / Glen Cairn),Ontario,ON,45.3001,-75.9244,5095,14210,45,200,1.1,2.7,3,5730,17295,19933,7247,6545,4895,5860,5860,1955,19540,7320
K2M,Kanata (Bridlewood),Ontario,ON,45.2861,-75.8562,6570,15050,110,290,1.3,3,3.2,6255,20375,22161,7339,8305,5665,6405,6405,1865,22005,7421
K2P,Ottawa (Centre Town),Ontario,ON,45.4166,-75.6904,6705,8310,120,265,0.4,1.4,2.3,2670,6145,15550,10542,1160,2310,2680,2680,1910,15195,11434
K2R,Nepean (Fallowfield Village / Cedarhill Estates / Orchard Estates),Ontario,ON,45.2899,-75.8126,400,850,5,15,1.3,3.1,3.2,355,1175,1276,407,460,340,375,375,200,1270,418
K2S,Stittsville,Ontario,ON,45.2501,-75.9161,7710,20550,70,130,1.2,2.9,3.1,8200,26250,28752,9758,10430,7470,8350,8350,2935,28410,9926
K2T,Kanata (Marchwood),Ontario,ON,45.317,-75.9367,1555,4015,20,230,1.3,3.1,3.2,1615,5390,5823,1883,2170,1535,1690,1690,485,5820,2023
K2V,Kanata (Terry Fox / Palladium),Ontario,ON,45.2854,-75.8928,165,555,5,15,1.3,3,3.1,205,640,728,247,265,170,210,205,50,730,247
K2W,Kanata (North March),Ontario,ON,45.3699,-75.9887,2205,5210,30,165,1.4,3.3,3.3,2070,7215,7613,2307,3045,2000,2170,2165,385,7605,2356
K4A,Orleans (Fallingbrook),Ontario,ON,45.4697,-75.4715,25510,19650,1690,340,1.3,3,3.2,13250,43045,47213,15788,17740,11720,13585,13585,2710,46990,16186
K4B,Cumberland Township,Ontario,ON,45.4101,-75.3638,2990,1735,185,5,1.1,2.9,3,1425,4480,4956,1684,1675,1335,1470,1475,570,4920,1737
K4C,Cumberland,Ontario,ON,45.498,-75.3916,2640,1620,140,10,1,2.8,3,1315,4010,4472,1532,1395,1265,1350,1350,555,4350,1590
K4K,Rockland,Ontario,ON,45.5501,-75.291,9640,3180,1225,10,1,2.6,2.9,4165,12320,14084,5398,4440,3645,4245,4240,1595,13920,5497
K4M,Manotick,Ontario,ON,45.2154,-75.6528,2735,6410,5,25,1.1,2.8,3,2795,8460,9179,3307,3000,2630,2835,2840,1450,9175,3409
K4P,Greely,Ontario,ON,45.2434,-75.5674,3100,5640,35,30,1.2,3,3.1,2585,8220,8944,2912,3120,2440,2655,2655,785,8765,2974
K4R,Russell,Ontario,ON,45.2388,-75.3527,2850,3665,120,5,1.2,2.9,3.1,1935,6145,6672,2271,2440,1730,1970,1970,540,6595,2284
K6A,Hawkesbury,Ontario,ON,45.6001,-74.616,8590,1315,2740,15,0.8,2.1,2.6,3740,9915,12860,5894,3110,3015,3785,3785,2540,12435,6234
K6H,Cornwall East,Ontario,ON,45.0565,-74.6852,13665,14840,390,70,0.9,2.2,2.7,8335,23125,29573,12832,7930,6730,8465,8460,5095,28565,13500
K6J,Cornwall West,Ontario,ON,45.0223,-74.7569,6715,10560,140,45,1,2.2,2.8,4935,13805,17791,7919,4800,3990,5010,5010,3400,17355,8160
K6K,Cornwall North,Ontario,ON,45.061,-74.7774,1210,1395,30,5,0.9,2.5,2.8,825,2340,2653,1056,770,740,830,830,475,2635,1067
K6T,Elizabethtown,Ontario,ON,44.6301,-75.7448,55,555,0,5,1,2.9,2.9,190,575,614,213,200,185,195,190,95,615,217
K6V,Brockville,Ontario,ON,44.6573,-75.7146,2695,24990,15,60,0.9,2.2,2.7,8050,22030,28323,12597,7150,6710,8170,8165,5920,27560,13195
K7A,Smiths Falls,Ontario,ON,44.9001,-76.0161,1505,14960,5,25,1,2.4,2.8,4770,13635,16613,6935,4700,4045,4890,4890,2750,16350,7386
K7C,Carleton Place,Ontario,ON,45.1334,-76.1494,2725,13295,5,10,1,2.5,2.8,4825,13900,16230,6397,4810,4175,4915,4910,2250,15925,7105
K7G,Gananoque,Ontario,ON,44.3334,-76.1661,680,7625,10,10,0.8,2.3,2.7,2555,6945,8477,3633,2135,2215,2595,2595,1670,8250,4061
K7H,Perth,Ontario,ON,44.9001,-76.2494,1580,13155,0,10,0.9,2.3,2.7,4445,12325,15079,6395,3900,3925,4505,4505,3240,14640,7892
K7K,Kingston (SW Pittsburgh Township),Ontario,ON,44.2569,-76.4717,4875,26560,160,170,1,2.2,2.8,8040,22695,32304,13997,8295,6215,8190,8190,3420,30715,15289
K7L,Kingston (Downtown),Ontario,ON,44.2955,-76.428,3225,15265,15,65,0.8,2,2.7,4610,12490,20246,9002,3775,4050,4665,4665,3415,18390,11862
K7M,Kingston (Reddendale / Cataraqui / Collins Bay),Ontario,ON,44.2411,-76.5788,5350,40530,60,215,0.9,2.2,2.7,13075,36430,46755,20471,12190,10945,13300,13300,8765,45985,21276
K7N,Amherstview,Ontario,ON,44.2224,-76.65,665,6310,5,5,1,2.5,2.8,2145,6155,7173,2743,2185,1785,2190,2190,870,6960,2791
K7P,Kingston (Westbrook / Cataraqui Woods / Cedarwood),Ontario,ON,44.2814,-76.6111,2180,16605,55,100,1.1,2.6,2.9,5600,16810,19045,7147,6185,4915,5710,5710,2520,18925,7304
